title,price,old_price,url,source
Vapeador Electrónico Mistiq Mango Ice 10000 Puff x 1und,79.0,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/omytx5c2stL66Fj7t/vapeador-electronico-mistiq-mango-ice-10000-puff-x-1und,TAMBO
Vapeador Electrónico Mistiq Mint Ice 10000 Puff X 1 Und,79.0,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/PmC5AdmYbf5EqJr3Q/vapeador-electronico-mistiq-mint-ice-10000-puff-x-1-und,TAMBO
Vapeador Electrónico Mistiq Strawberry Kiwi 10000 Puff X 1 Und,79.0,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/gozD8rAr4bEJXFYNh/vapeador-electronico-mistiq-strawberry-kiwi-10000-puff-x-1-und,TAMBO
Vapeador Electrónico Pulse Mango Pineapple 25000 Puff 1 Und,95.0,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/DvAvR4rZq3Tyjgtua/vapeador-electronico-pulse-mango-pineapple-25000-puff-1-und,TAMBO
Vapeador Electrónico Pulse X Miami Mint 25000 Puff X 1 Und,95.0,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/GofjwQ8CXMEssA8GZ/vapeador-electronico-pulse-x-miami-mint-25000-puff-x-1-und,TAMBO
Vapeador Electrónico Pulse X Watermelon 25000 Puff X 1 Und,95.0,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/7ThAomtCmutP7RfAb/vapeador-electronico-pulse-x-watermelon-25000-puff-x-1-und,TAMBO
Vapeador Electrónico Veev Now Ultra Blue Raspberry X 1000 Puff,24.9,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/PxJonxqZSFoRPDkxj/vapeador-electronico-veev-now-ultra-blue-raspberry-x-1000-puff,TAMBO
Vapeador Electrónico Veev Now Ultra Classic Mint X 1000 Puff,24.9,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/cd96Sy4ZhHNFnLfsm/vapeador-electronico-veev-now-ultra-classic-mint-x-1000-puff,TAMBO
Vapeador Electrónico Veev Now Ultra Strawberry X 1000 Puff,24.9,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/efGLZ7oehE5J2pCvw/vapeador-electronico-veev-now-ultra-strawberry-x-1000-puff,TAMBO
Vapeador Electrónico Veev Now Ultra Watermelon X 1000 Puff,24.9,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/GES46n7C9Hf9HYrJM/vapeador-electronico-veev-now-ultra-watermelon-x-1000-puff,TAMBO
Vapeador Electrónico Vuse Go con Nicotina Blueberry Ice 3000 PUFFS,37.5,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/yHNwJ8HxDr57NFLed/vapeador-electronico-vuse-go-con-nicotina-blueberry-ice-3000-puffs,TAMBO
Vapeador Electrónico Vuse Go con Nicotina Grape Ice 3000 PUFFS,37.5,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/THbgCHkgDsLxqXP2p/vapeador-electronico-vuse-go-con-nicotina-grape-ice-3000-puffs,TAMBO
Vapeador Electrónico Vuse Go con Nicotina Green Apple Ice 3000 PUFFS,37.5,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/oPvwyW2gb3b59AvEE/vapeador-electronico-vuse-go-con-nicotina-green-apple-ice-3000-puffs,TAMBO
Vapeador Electrónico Vuse Go con Nicotina Mint Ice 3000 PUFFS,37.5,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/y5f2x86wHSyogZNok/vapeador-electronico-vuse-go-con-nicotina-mint-ice-3000-puffs,TAMBO
Vapeador Electrónico Vuse Go con Nicotina Strawberry Ice 1000 PUFF,25.0,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/A2MSn5cpzmbXxD94m/vapeador-electronico-vuse-go-con-nicotina-strawberry-ice-1000-puff,TAMBO
Vapeador electrónico EW Blue Razz Ice 9000 PUFF,65.0,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/ae9xyc8MKnHpg2GLo/vapeador-electronico-ew-blue-razz-ice-9000-puff,TAMBO
"Vuse Go Vapeador Berry Blend 5,000 puffs",45.0,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/na4Dn2sX2Ej2YBXHg/vuse-go-vapeador-berry-blend-5000-puffs,TAMBO
"Vuse Go Vapeador Berry Watermelon 1,000 puffs",25.0,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/HPHZRSthJYqLRpMju/vuse-go-vapeador-berry-watermelon-1000-puffs,TAMBO
"Vuse Go Vapeador Berry Watermelon 5,000 puffs",45.0,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/bqgpgmAHqYbGq7rvy/vuse-go-vapeador-berry-watermelon-5000-puffs,TAMBO
"Vuse Go Vapeador Classic Peach 1,000 puffs",25.0,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/bMsfqWjhkMKQ8MMmP/vuse-go-vapeador-classic-peach-1000-puffs,TAMBO
"Vuse Go Vapeador Grape Ice 1,000 puffs",25.0,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/NaGXNmK9FsebxYWdv/vuse-go-vapeador-grape-ice-1000-puffs,TAMBO
"Vuse Go Vapeador Green Apple 1,000 puffs",25.0,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/qyQ9eeK9yGrcf3QNE/vuse-go-vapeador-green-apple-1000-puffs,TAMBO
"Vuse Go Vapeador Raspberry 1,000 puffs",25.0,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/W2uCkGWdcwLvspbFq/vuse-go-vapeador-raspberry-1000-puffs,TAMBO
"Vuse Go Vapeador Watermelon Ice 1,000 puffs",25.0,,https://www.tambo.pe/pedir/categoria/DC9pR2W6N6TCHBnZd/p/8xTbzp56nXXBF4oQr/vuse-go-vapeador-watermelon-ice-1000-puffs,TAMBO
